exchange,trading_symbol,groww_symbol,name,series,isin,exchange_token
BSE,KELLTONTEC,BSE-KELLTONTEC,Kellton Tech Soln,B,INE164B01030,519602
BSE,BAMBINO,BSE-BAMBINO,Bambino Agro Inds,X,INE921D01013,519295
BSE,RATNAMANI,BSE-RATNAMANI,Ratnamani Metals,A,INE703B01027,520111
BSE,TAIIND,BSE-TAIIND,Tai Industries,X,INE358D01018,519483
BSE,SPTRSHI,BSE-SPTRSHI,Saptarishi Agro,XT,INE233P01017,519238
BSE,SAMKRG,BSE-SAMKRG,Samkrg Pistons,X,INE706B01012,520075
BSE,NCCBLUE,BSE-NCCBLUE,NCC Blue Water,P,INE630N01019,519506
BSE,WILLIMFI,BSE-WILLIMFI,Williamson Financial,XT,INE188E01017,519214
BSE,OMAXAUTO,BSE-OMAXAUTO,Omax Autos,T,INE090B01011,520021
BSE,VADILENT,BSE-VADILENT,Vadilal Enterprises,X,INE693D01018,519152
BSE,SRICC,BSE-SRICC,Sri Chakra Cement,XT,INE827D01020,518053
BSE,KMGMILK,BSE-KMGMILK,KMG Milk Food,P,INE873N01015,519415
BSE,DATIWARE,BSE-DATIWARE,Datiware Maritime,P,INE673U01014,519413
BSE,CHORDIA,BSE-CHORDIA,Chordia Food Prods,X,INE975C01011,519475
BSE,POONADAL,BSE-POONADAL,Poona Dal & Oil,X,INE809E01018,519359
BSE,APCL,BSE-APCL,Anjani Portland Cem.,T,INE071F01012,518091
BSE,CIANAGRO,BSE-CIANAGRO,Cian Agro Inds,T,INE052V01019,519477
BSE,SIBARAUT,BSE-SIBARAUT,Sibar Auto Parts,X,INE441C01014,520141
BSE,TARAI,BSE-TARAI,Tarai Foods,Z,INE906C01016,519285
BSE,RGRL,BSE-RGRL,Jolly Merchants,X,INE601N01010,519191
BSE,NAHARINDUS,BSE-NAHARINDUS,Nahar Inds Enter,T,INE289A01011,519136
BSE,KSE,BSE-KSE,KSE,X,INE953E01014,519421
BSE,SURFI,BSE-SURFI,Suryo Foods,X,INE565E01016,519604
BSE,ECSTSTL,BSE-ECSTSTL,Eastcoast Steel,P,INE315F01013,520081
BSE,VADILALIND,BSE-VADILALIND,Vadilal Industries,B,INE694D01016,519156
BSE,VIRATCRA,BSE-VIRATCRA,Virat Crane Inds,X,INE295C01014,519457
BSE,ICIL,BSE-ICIL,Indo Count Inds,B,INE483B01026,521016
BSE,SANWARIA,BSE-SANWARIA,Sanwaria Consumer,Z,INE890C01046,519260
BSE,ZKHANDEN,BSE-ZKHANDEN,Khandelwal Extract,X,INE687W01010,519064
BSE,HNDFDS,BSE-HNDFDS,Hindustan Foods,B,INE254N01026,519126
BSE,JAYBARMARU,BSE-JAYBARMARU,Jay Bharat Maruti,T,INE571B01036,520066
BSE,CCL,BSE-CCL,CCL Products India,A,INE421D01022,519600
BSE,VSFPROJ,BSE-VSFPROJ,VSF Projects,X,INE923K01014,519331
BSE,AJANTSOY,BSE-AJANTSOY,Ajanta Soya,X,INE601B01023,519216
BSE,MODAIRY,BSE-MODAIRY,Modern Dairies,X,INE617B01011,519287
BSE,RITESHIN,BSE-RITESHIN,Ritesh International,X,INE534D01014,519097
BSE,SURAJ,BSE-SURAJ,Suraj Products,Z,INE069E01019,518075
BSE,MUNJALAU,BSE-MUNJALAU,Munjal Auto Inds,B,INE672B01032,520059
BSE,SIEL,BSE-SIEL,Superior Inds Entr,X,INE843L01012,519234
BSE,ASHAI,BSE-ASHAI,Ashiana Agro Inds,X,INE709D01012,519174
BSE,TVSHLTD,BSE-TVSHLTD,TVS Holdings,A,INE105A01035,520056
BSE,BKV,BSE-BKV,BKV Industries,X,INE356C01022,519500
BSE,SICALLOG,BSE-SICALLOG,Sical Logistics,T,INE075B01020,520086
BSE,JAMNAAUTO,BSE-JAMNAAUTO,Jamna Auto Inds,B,INE039C01032,520051
BSE,ARCEEIN,BSE-ARCEEIN,Arcee Industries,X,INE276D01012,520121
BSE,IBINFO,BSE-IBINFO,IB Infotech Entr,X,INE678B01021,519463
BSE,BALTE,BSE-BALTE,Balurghat Tech,X,INE654B01014,520127
BSE,MODINATUR,BSE-MODINATUR,Modi Naturals,XT,INE537F01012,519003
BSE,NKIND,BSE-NKIND,NK Industries,B,INE542C01019,519494
BSE,JTEKTINDIA,BSE-JTEKTINDIA,JTEKT India,B,INE643A01035,520057
BSE,PRIMAGR,BSE-PRIMAGR,Prima Agro,X,INE297D01018,519262
BSE,RICOAUTO,BSE-RICOAUTO,Rico Auto Inds,B,INE209B01025,520008
BSE,NORBTEAEXP,BSE-NORBTEAEXP,Norben Tea & Exports,T,INE369C01017,519528
BSE,AMBARPIL,BSE-AMBARPIL,Ambar Protein Inds,XT,INE072V01017,519471
BSE,PRSNTIN,BSE-PRSNTIN,PIL,X,INE100E01012,519014
BSE,INTEGFD,BSE-INTEGFD,Integrated Protein,XT,INE177M01013,519606
BSE,ANIKINDS,BSE-ANIKINDS,Anik Industries,B,INE087B01017,519383
BSE,MARALOVER,BSE-MARALOVER,Maral Overseas,B,INE882A01013,521018
BSE,ABCINDQ,BSE-ABCINDQ,ABC India,X,INE125D01011,520123
BSE,HINDUST,BSE-HINDUST,Hindustan Agri,X,INE092301014,519574
BSE,OLYMPTX,BSE-OLYMPTX,Olympia Industries,X,INE482O01021,521105
BSE,ZODIACLOTH,BSE-ZODIACLOTH,Zodiac Clothing Co,B,INE206B01013,521163
BSE,ITL,BSE-ITL,ITL Industries,X,INE478D01014,522183
BSE,AHMDSTE,BSE-AHMDSTE,Ahmedabad Steel,X,INE868C01018,522273
BSE,NMSRESRC,BSE-NMSRESRC,NMS Global,XT,INE169F01014,522289
BSE,CENLUB,BSE-CENLUB,Cenlub Industries,X,INE627F01011,522251
BSE,SOMATEX,BSE-SOMATEX,Soma Textiles,T,INE314C01013,521034
BSE,CANDOUR,BSE-CANDOUR,Candour Techtex,X,INE713D01055,522292
BSE,DHANFAB,BSE-DHANFAB,Dhanlaxmi Fabrics,X,INE953D01016,521151
BSE,YUKEN,BSE-YUKEN,Yuken India,B,INE384C01016,522108
BSE,CONART,BSE-CONART,Conart Engineers,X,INE714D01020,522231
BSE,PASARI,BSE-PASARI,Pasari Spinning,X,INE604F01010,521080
BSE,OCTAVE,BSE-OCTAVE,Perfect-Octave,X,INE814L01013,521062
BSE,EMAINDIA,BSE-EMAINDIA,EMA India,XT,INE279D01016,522027
BSE,GVTD,BSE-GVTD,GE Vernova T&D India,A,INE200A01026,522275
BSE,BIRLAPREC,BSE-BIRLAPREC,Birla Precision,X,INE372E01025,522105
BSE,ADITYASP,BSE-ADITYASP,Aditya Spinners,X,INE122D01026,521141
BSE,ADVLIFE,BSE-ADVLIFE,Advance Lifestyles,X,INE900E01015,521048
BSE,MIVENMACH,BSE-MIVENMACH,Miven Machine Tools,XT,INE338P01014,522036
BSE,MMFL,BSE-MMFL,MM Forgings,B,INE227C01017,522241
BSE,WINDMACHIN,BSE-WINDMACHIN,Windsor Machines,B,INE052A01021,522029
BSE,RAMRAT,BSE-RAMRAT,Ram Ratna Wires,B,INE207E01023,522281
BSE,TRIDENT,BSE-TRIDENT,Trident,A,INE064C01022,521064
BSE,UNIDT,BSE-UNIDT,United Drilling,B,INE961D01019,522014
BSE,JAYNECOIND,BSE-JAYNECOIND,Jayaswal Neco Inds,B,INE854B01010,522285
BSE,RASANDIK,BSE-RASANDIK,Rasandik Engg Inds,X,INE682D01011,522207
BSE,PARASPETRO,BSE-PARASPETRO,Paras Petrofils,B,INE162C01024,521246
BSE,HLEGLAS,BSE-HLEGLAS,HLE Glascoat,B,INE461D01028,522215
BSE,SRINACHA,BSE-SRINACHA,Sri Nachammai Mills,X,INE443E01016,521234
BSE,ARTSON,BSE-ARTSON,Artson,X,INE133D01023,522134
BSE,CONTROLPR,BSE-CONTROLPR,Control Print,B,INE663B01015,522295
BSE,KLBRENG-B,BSE-KLBRENG-B,Kilburn Eng,B,INE338F01015,522101
BSE,SAMTEX,BSE-SAMTEX,Samtex Fashions,X,INE931D01020,521206
BSE,ALOKINDS,BSE-ALOKINDS,Alok Industries,A,INE270A01029,521070
BSE,KITEX,BSE-KITEX,Kitex Garments,B,INE602G01020,521248
BSE,DAMODARIND,BSE-DAMODARIND,Damodar Industries,B,INE497D01022,521220
BSE,PRAJIND,BSE-PRAJIND,Praj Industries,A,INE074A01025,522205
BSE,UVDRHOR,BSE-UVDRHOR,UVDHL,X,INE890G01021,522091
BSE,VOITHPAPR,BSE-VOITHPAPR,Voith Paper Fabrics,X,INE285C01015,522122
BSE,SBFL,BSE-SBFL,Shree Bhavya Fabrics,X,INE363D01018,521131
BSE,TANAA,BSE-TANAA,Taneja Aerospace,X,INE692C01020,522229
BSE,YOGISUNG,BSE-YOGISUNG,Yogi Infra Projects,X,INE429B01011,522209
BSE,TIMKEN,BSE-TIMKEN,Timken India,A,INE325A01013,522113
BSE,SANBLUE,BSE-SANBLUE,Sanblue Corporation,XT,INE602D01027,521222
BSE,AMARJOTHI,BSE-AMARJOTHI,Amarjothi Mills,X,INE484D01012,521097
BSE,SOLIMAC,BSE-SOLIMAC,Solitaire Machine,X,INE410A01013,522152
BSE,FLUIDOM,BSE-FLUIDOM,Fluidomat,XT,INE459C01016,522017
BSE,FRONTSP,BSE-FRONTSP,Frontier Springs,B,INE572D01014,522195
BSE,PRIMEURB,BSE-PRIMEURB,Prime Urban Dev,XT,INE419E01024,521149
BSE,MKPMOB,BSE-MKPMOB,MKP Mobility,X,INE676G01024,521244
BSE,SHIVAGR,BSE-SHIVAGR,Shivagrico Implement,X,INE092H01014,522237
BSE,BATLIBOI,BSE-BATLIBOI,Batliboi,X,INE177C01022,522004
BSE,DOLPHIN,BSE-DOLPHIN,Dolphin Enterprise,B,INE920A01037,522261
BSE,RAJOOENG,BSE-RAJOOENG,Rajoo Engineers,B,INE535F01024,522257
BSE,AUSTENG,BSE-AUSTENG,Austin Engg Co,XT,INE759F01012,522005
BSE,SUNILTX,BSE-SUNILTX,Sunil Industries,P,INE124M01015,521232
BSE,GEMSPIN,BSE-GEMSPIN,Gem Spinners India,P,INE165F01020,521133
BSE,SHANTIGEAR,BSE-SHANTIGEAR,Shanthi Gears,B,INE631A01022,522034
BSE,CRANEX,BSE-CRANEX,Cranex,X,INE608B01010,522001
BSE,NAGREEKEXP,BSE-NAGREEKEXP,Nagreeka Exports,B,INE123B01028,521109
BSE,HITECHGEAR,BSE-HITECHGEAR,Hi-Tech Gears,T,INE127B01011,522073
BSE,MINALIND,BSE-MINALIND,Minal Industries,X,INE097E01028,522235
BSE,BGDL,BSE-BGDL,Bharat Global Devel.,T,INE893C01032,521238
BSE,MAYURUNIQ,BSE-MAYURUNIQ,Mayur Uniquoters,B,INE040D01038,522249
BSE,GUJAPOLLO,BSE-GUJAPOLLO,Gujarat Apollo Inds,T,INE826C01016,522217
BSE,DIACABS,BSE-DIACABS,Diamond Power Infra,B,INE989C01038,522163
BSE,SRMCL,BSE-SRMCL,Sri Ramakrishna Mill,X,INE306D01017,521178
BSE,CITYMAN,BSE-CITYMAN,Cityman,XT,INE117C01010,521210
BSE,INDSILHYD,BSE-INDSILHYD,Indsil Hydro Power,XT,INE867D01018,522165
BSE,SURYALAXMI,BSE-SURYALAXMI,Surya Lakshmi Mills,B,INE713B01026,521200
BSE,SLSTLQ,BSE-SLSTLQ,Sri Lakshmi Textile,X,INE456D01010,521161
BSE,DHANROTO,BSE-DHANROTO,Dhanalaxmi Roto Spin,X,INE220C01012,521216
BSE,TATIAGLOB,BSE-TATIAGLOB,Tatia Global Venn,X,INE083G01031,521228
BSE,SUPERSPIN,BSE-SUPERSPIN,Super Spinning Mills,B,INE662A01027,521180
BSE,SILINV,BSE-SILINV,SIL Investments,B,INE923A01015,521194
BSE,HISARSP,BSE-HISARSP,Hisar Spinning,P,INE689E01014,521068
BSE,KAKTEX,BSE-KAKTEX,Kakatiya Textiles,X,INE092E01011,521054
BSE,TIGLOB,BSE-TIGLOB,T & I Global,X,INE811B01010,522294
BSE,SAMBANDAM,BSE-SAMBANDAM,Sambandam Spinning,X,INE304D01012,521240
BSE,EUREKAI,BSE-EUREKAI,Eureka Industries,XT,INE958A01011,521137
BSE,ELGIEQUIP,BSE-ELGIEQUIP,Elgi Equipments,A,INE285A01027,522074
BSE,SUDTIND-B,BSE-SUDTIND-B,Suditi Industries,X,INE691D01012,521113
BSE,UNIROYAL,BSE-UNIROYAL,Uniroyal Industries,X,INE980D01019,521226
BSE,VJLAXMIE,BSE-VJLAXMIE,Veejay Lakshmi Engg,X,INE466D01019,522267
BSE,HONDAPOWER,BSE-HONDAPOWER,Honda Power Prods,B,INE634A01018,522064
BSE,KPIL,BSE-KPIL,Kalpataru Projects,A,INE220B01022,522287
BSE,IPRINGLTD,BSE-IPRINGLTD,IP Rings,X,INE558A01019,523638
BSE,FEL,BSE-FEL,Future Enterprises,Z,INE623B01027,523574
BSE,RISHITECH,BSE-RISHITECH,Rishi Techtex,X,INE989D01010,523021
BSE,FORTISMLR,BSE-FORTISMLR,Fortis Malar Hosp,X,INE842B01015,523696
BSE,INDBNK,BSE-INDBNK,Ind Bank Housing,B,INE969D01012,523465
BSE,APMIN,BSE-APMIN,APM Industries,X,INE170D01025,523537
BSE,TCPLPACK,BSE-TCPLPACK,TCPL Packaging,B,INE822C01015,523301
BSE,FUTURSEC,BSE-FUTURSEC,Futuristic Secs,XT,INE425D01015,523113
BSE,MASTEK,BSE-MASTEK,Mastek,A,INE759A01021,523704
BSE,MACPLASQ,BSE-MACPLASQ,Machino Plastics,X,INE082B01018,523248
BSE,SINCLAIR,BSE-SINCLAIR,Sinclairs Hotels,B,INE985A01022,523023
BSE,NFL,BSE-NFL,National Fertilizers,B,INE870D01012,523630
BSE,EIMCOELECO,BSE-EIMCOELECO,Eimco Elecon India,B,INE158B01016,523708
BSE,ABAN,BSE-ABAN,Aban Offshore,T,INE421A01028,523204
BSE,CMMHOSP,BSE-CMMHOSP,Chennai Meenakshi,X,INE889F01017,523489
BSE,MICROSE,BSE-MICROSE,Microse India,XT,INE809F01015,523343
BSE,CROPSTER,BSE-CROPSTER,Cropster Agro,B,INE293E01031,523105
BSE,PURITY,BSE-PURITY,Purity Flexpack,P,INE898O01010,523315
BSE,BHARATSE,BSE-BHARATSE,Bharat Seats,B,INE415D01024,523229
BSE,MORGANITE,BSE-MORGANITE,Morganite Crucible,X,INE599F01020,523160
BSE,MAWANASUG,BSE-MAWANASUG,Mawana Sugars,B,INE636A01039,523371
BSE,PEARLPOLY,BSE-PEARLPOLY,Pearl Polymers,B,INE844A01013,523260
BSE,CONTPTR,BSE-CONTPTR,Continental Petro,X,INE369D01023,523232
BSE,ITI,BSE-ITI,ITI,A,INE248A01017,523610
BSE,GVFILM,BSE-GVFILM,GV Films,X,INE395B01048,523277
BSE,ASHIANA,BSE-ASHIANA,Ashiana Housing,B,INE365D01021,523716
BSE,YASHINNO,BSE-YASHINNO,Yash Innoventure,XT,INE823D01011,523650
BSE,ANSALBU,BSE-ANSALBU,Ansal Buildwell,X,INE030C01015,523007
BSE,SIKA,BSE-SIKA,Sika Interplant Sys,B,INE438E01032,523606
BSE,GOLKUNDIA,BSE-GOLKUNDIA,Golkunda Diamonds,X,INE798D01015,523676
BSE,JAIMATAG,BSE-JAIMATAG,Jai Mata Glass,XT,INE250C01027,523467
BSE,SHARP,BSE-SHARP,Sharp India,X,INE207B01011,523449
BSE,RIIL,BSE-RIIL,Reliance Indl. Infra,B,INE046A01015,523445
BSE,INDTONER,BSE-INDTONER,Indian Toners & Dev,X,INE826B01018,523586
BSE,BEMHY,BSE-BEMHY,Bemco Hydraulics,XT,INE142E01022,522650
BSE,WEIZMANIND,BSE-WEIZMANIND,Weizmann,B,INE080A01014,523011
BSE,WATERBASE,BSE-WATERBASE,Waterbase,X,INE054C01015,523660
BSE,MAHAPEXLTD,BSE-MAHAPEXLTD,Maha Rashtra Apex,B,INE843B01013,523384
BSE,MINID,BSE-MINID,Mini Diamonds,X,INE281E01010,523373
BSE,UNIOFFICE,BSE-UNIOFFICE,Universal Office,XT,INE951C01012,523519
BSE,SRMENERGY,BSE-SRMENERGY,SRM Energy,XT,INE173J01018,523222
BSE,ADORMUL,BSE-ADORMUL,Ador Multi Prod,XT,INE628D01014,523120
BSE,SHRIGANG,BSE-SHRIGANG,Shri Gang Inds,X,INE241V01018,523309
BSE,SANCTRN,BSE-SANCTRN,Sanco Trans,X,INE391G01012,523116
BSE,JMFINANCIL,BSE-JMFINANCIL,JM Financial,A,INE780C01023,523405
BSE,FLEXFO,BSE-FLEXFO,Flex Foods,X,INE954B01018,523672
BSE,ADCINDIA,BSE-ADCINDIA,ADC India Comm,XT,INE833A01016,523411
BSE,SCI,BSE-SCI,Shipping Corporation,A,INE109A01011,523598
BSE,3MINDIA,BSE-3MINDIA,3M India,A,INE470A01017,523395
BSE,ZBINTXPP,BSE-ZBINTXPP,Binayak Tex Proc,XT,INE626H01019,523054
BSE,APCOTEXIND,BSE-APCOTEXIND,Apcotex Industries,B,INE116A01032,523694
BSE,SUNRAJDI,BSE-SUNRAJDI,Sunraj Diamond,XT,INE459D01014,523425
BSE,KUNSTOFF,BSE-KUNSTOFF,Kunststofe Inds,X,INE638D01021,523594
BSE,DREDGECORP,BSE-DREDGECORP,Dredging Corporation,B,INE506A01018,523618
BSE,KRYPTONQ,BSE-KRYPTONQ,Krypton Industries,X,INE951B01014,523550
BSE,RAMAVISION,BSE-RAMAVISION,Rama Vision,X,INE763B01013,523289
BSE,NAHARPOLY,BSE-NAHARPOLY,Nahar Poly Films,B,INE308A01027,523391
BSE,ADVANIHOTR,BSE-ADVANIHOTR,Advani Hotels,B,INE199C01026,523269
BSE,PLASTIBLEN,BSE-PLASTIBLEN,Plastiblends India,B,INE083C01022,523648
BSE,PIIND,BSE-PIIND,PI Industries,A,INE603J01030,523642
BSE,PRECWIRE,BSE-PRECWIRE,Precision Wires,B,INE372C01037,523539
BSE,COSMOFE,BSE-COSMOFE,Cosmo Ferrites,X,INE124B01018,523100
BSE,LINDEINDIA,BSE-LINDEINDIA,Linde India,A,INE473A01011,523457
BSE,VENKEYS,BSE-VENKEYS,Venky's India,B,INE398A01010,523261
BSE,JCHAC,BSE-JCHAC,Johnson Controls,B,INE782A01015,523398
BSE,BNRSEC,BSE-BNRSEC,BN Rathi Security,X,INE710D01028,523019
BSE,DCMSRIND,BSE-DCMSRIND,DCM Shriram Inds.,B,INE843D01027,523369
BSE,KOKUYOCMLN,BSE-KOKUYOCMLN,Kokuyo Camlin,B,INE760A01029,523207
BSE,KOVAI,BSE-KOVAI,Kovai Medical Center,B,INE177F01017,523323
BSE,SUPERHOUSE,BSE-SUPERHOUSE,Super house,B,INE712B01010,523283
BSE,NBFOOT,BSE-NBFOOT,NB Footwear,P,INE006F01018,523242
BSE,NILKAMAL,BSE-NILKAMAL,Nilkamal,B,INE310A01015,523385
BSE,ELDEHSG,BSE-ELDEHSG,EHIL,B,INE668G01021,523329
BSE,BAPACK,BSE-BAPACK,B & A Packaging,X,INE00FM01013,523186
BSE,DCMSHRIRAM,BSE-DCMSHRIRAM,DCM Shriram,A,INE499A01024,523367
BSE,KKPLASTICK,BSE-KKPLASTICK,Kkalpana Plastick,XT,INE465K01016,523652
BSE,PHRMASI,BSE-PHRMASI,Phaarmasia,X,INE486I01016,523620
BSE,OTCO,BSE-OTCO,OTCO International,X,INE910B01028,523151
BSE,TRITON,BSE-TRITON,Triton Corp,X,INE982C01033,523387
BSE,LOTUSCHO,BSE-LOTUSCHO,Lotus Chocolate Co,B,INE026D01011,523475
BSE,MEDICAPQ,BSE-MEDICAPQ,MediCaps,X,INE442D01010,523144
BSE,JJFINCOR,BSE-JJFINCOR,JJ Finance,X,INE584C01011,523062
BSE,EIHAHOTELS,BSE-EIHAHOTELS,EIH Associated Hotel,B,INE276C01014,523127
BSE,SAYAJIHOTL,BSE-SAYAJIHOTL,Sayaji Hotels,X,INE318C01014,523710
BSE,SAFARI,BSE-SAFARI,Safari Industries(I),A,INE429E01023,523025
BSE,MARBU,BSE-MARBU,Martin Burn,X,INE199D01016,523566
BSE,BALMLAWRIE,BSE-BALMLAWRIE,Balmer Lawrie & Co,B,INE164A01016,523319
BSE,PACIFICI,BSE-PACIFICI,Pacific Industries,X,INE883C01025,523483
BSE,TNTELE,BSE-TNTELE,TN Telecommunication,T,INE141D01018,523419
BSE,SWISSMLTRY,BSE-SWISSMLTRY,Swiss Military Goods,X,INE010C01025,523558
BSE,VINYLINDIA,BSE-VINYLINDIA,Vinyl Chemicals,B,INE250B01029,524129
BSE,MUKATPIP,BSE-MUKATPIP,Mukat Pipes,X,INE862C01029,523832
BSE,EVEXIA,BSE-EVEXIA,Evexia Lifecare,X,INE313M01030,524444
BSE,RCF,BSE-RCF,Rashtriya Chemical,A,INE027A01015,524230
BSE,GUJTERC,BSE-GUJTERC,Gujarat Terce Labs,X,INE499G01013,524314
BSE,NORRIS,BSE-NORRIS,Norris Medicines,X,INE744C01029,524414
BSE,UNIVSTAR,BSE-UNIVSTAR,Universal Starch,X,INE113E01015,524408
BSE,SOVERDIA,BSE-SOVERDIA,Sovereign Diamonds,X,INE959D01013,523826
BSE,INNOVTEC,BSE-INNOVTEC,Innovative Tech,X,INE965C01038,523840
BSE,GUJRAFFIA,BSE-GUJRAFFIA,Gujarat Raffia Inds,B,INE610B01024,523836
BSE,AARTIIND,BSE-AARTIIND,Aarti Industries,A,INE769A01020,524208
BSE,AXTEL,BSE-AXTEL,Axtel Industries,X,INE767C01012,523850
BSE,MAZDA,BSE-MAZDA,Mazda,B,INE885E01042,523792
BSE,VRWODAR,BSE-VRWODAR,VR Woodart,XT,INE317D01014,523888
BSE,IOLCP,BSE-IOLCP,IOLCP,B,INE485C01029,524164
BSE,KOPRAN,BSE-KOPRAN,Kopran,B,INE082A01010,524280
BSE,PIFL,BSE-PIFL,Grand Oak Canyons,T,INE926B01016,523862
BSE,TEEAI,BSE-TEEAI,Teesta Agro,X,INE757D01011,524204
BSE,POLYPLEX,BSE-POLYPLEX,Polyplex Corporation,B,INE633B01018,524051
BSE,INDOEURO,BSE-INDOEURO,Indo Euro Indchem,X,INE319N01019,524458
BSE,RAMAPHO,BSE-RAMAPHO,Rama Phosphates,T,INE809A01032,524037
BSE,KINGFA,BSE-KINGFA,Kingfa Science,T,INE473D01015,524019
BSE,DVL,BSE-DVL,Dhunseri Ventures,B,INE477B01010,523736
BSE,NEULANDLAB,BSE-NEULANDLAB,Neuland Laboratories,A,INE794A01010,524558
BSE,SHUKJEW,BSE-SHUKJEW,Shukra Jewellery,P,INE344E01016,523790
BSE,HINFLUR,BSE-HINFLUR,Hindustan Fluoro,T,INE806J01013,524013
BSE,BCLIND,BSE-BCLIND,BCL Industries,B,INE412G01024,524332
BSE,VHLTD,BSE-VHLTD,Viceroy Hotels,T,INE048C01025,523796
BSE,ISHITADR,BSE-ISHITADR,Ishita Drugs & Inds,X,INE806D01016,524400
BSE,IPCALAB,BSE-IPCALAB,Ipca Laboratories,A,INE571A01038,524494
BSE,PATIDAR,BSE-PATIDAR,Patidar Buildcon,XT,INE637N01014,524031
BSE,SVCIND,BSE-SVCIND,SVC Industries,X,INE038B01010,524488
BSE,VIMTALABS,BSE-VIMTALABS,Vimta Labs,B,INE579C01029,524394
BSE,BACPHAR,BSE-BACPHAR,Bacil Pharma,X,INE711D01018,524516
BSE,APIL,BSE-APIL,AVI Products India,XT,INE316O01021,523896
BSE,KMCSHIL,BSE-KMCSHIL,KMC Spl Hospitals,B,INE879K01018,524520
BSE,CAMEXLTD,BSE-CAMEXLTD,Camex,X,INE198C01010,524440
BSE,KABRAEXTRU,BSE-KABRAEXTRU,Kabra Extrus.technik,B,INE900B01029,524109
BSE,LAFFANSQ,BSE-LAFFANSQ,Laffans Petrochem,X,INE919B01011,524522
BSE,KESARPE,BSE-KESARPE,Kesar Petroproducts,X,INE133C01033,524174
BSE,PODDARMENT,BSE-PODDARMENT,Poddar Pigments,B,INE371C01013,524570
BSE,KABRADG,BSE-KABRADG,Kabra Drugs,XT,INE323K01017,524322
BSE,BIOFILCHEM,BSE-BIOFILCHEM,Biofil Chem & Pharma,B,INE829A01014,524396
BSE,RIDDHI,BSE-RIDDHI,Riddhi Siddhi GluCo,X,INE249D01019,524480
BSE,TULASEEBIOE,BSE-TULASEEBIOE,Tulasee Bio Ethanol,ZP,INE276N01011,524514
BSE,RESONANCE,BSE-RESONANCE,Resonance Specialtie,X,INE486D01017,524218
BSE,CONSTRONIC,BSE-CONSTRONIC,Constronics Infra,XT,INE537B01011,523844
BSE,MAHEPC,BSE-MAHEPC,Mahindra EPC Irrig,B,INE215D01010,523754
BSE,POONAWALLA,BSE-POONAWALLA,Poonawalla Fincorp,A,INE511C01022,524000
BSE,MITSHI,BSE-MITSHI,Mitshi India,X,INE844D01017,523782
BSE,JAYAGROGN,BSE-JAYAGROGN,Jayant Agro-Organics,B,INE785A01026,524330
BSE,SHARMEH,BSE-SHARMEH,Sharma Hospitals,XT,INE465H01012,524548
BSE,WANBURY,BSE-WANBURY,Wanbury,B,INE107F01022,524212
BSE,PHARMAID,BSE-PHARMAID,Pharmaids Pharma,X,INE117D01018,524572
BSE,RAAJMEDI,BSE-RAAJMEDI,Raaj Medisafe,P,INE548H01015,524502
BSE,ECOBOAR,BSE-ECOBOAR,Ecoboard Industries,XT,INE866A01016,523732
BSE,ASINPET,BSE-ASINPET,Asian Petro Products,X,INE810M01019,524434
BSE,BHASKAGR,BSE-BHASKAGR,Bhaskar Agro Chem,XT,INE972C01018,524534
BSE,TIHIL,BSE-TIHIL,Trans Ind Hous Impex,XT,INE502D01011,523752
BSE,SYNCOMF,BSE-SYNCOMF,Syncom Formulations,B,INE312C01025,524470
BSE,SUPTANERY,BSE-SUPTANERY,Super Tannery,X,INE460D01038,523842
BSE,REVAMEDIA,BSE-REVAMEDIA,Revati Media,X,INE270D01015,524504
BSE,ORCHPHARMA,BSE-ORCHPHARMA,Orchid Pharma,A,INE191A01027,524372
BSE,PETPLST,BSE-PETPLST,Pet Plastics,XT,INE704F01018,524046
BSE,KILITCH,BSE-KILITCH,Kilitch Drugs,B,INE729D01010,524500
BSE,INDOBORAX,BSE-INDOBORAX,Indo Borax,T,INE803D01021,524342
BSE,PCCOSMA,BSE-PCCOSMA,Pee Cee Cosma Sope,X,INE417E01010,524136
BSE,SVAMSOF,BSE-SVAMSOF,Svam Software,X,INE119B01018,523722
BSE,AIMCOPEST,BSE-AIMCOPEST,Aimco Pesticides,X,INE008B01013,524288
BSE,VENLONENT,BSE-VENLONENT,Venlon Enterprises,XT,INE204D01022,524038
BSE,GAEL,BSE-GAEL,Gujarat Ambuja Exp,A,INE036B01030,524226
BSE,ALBERTDAVD,BSE-ALBERTDAVD,Albert David,B,INE155C01010,524075
BSE,SUKHJITS,BSE-SUKHJITS,Sukhjit Starch,B,INE450E01029,524542
BSE,PANIDPR,BSE-PANIDPR,Panther Inds Prod,XT,INE181D01014,524055
BSE,HARLETH,BSE-HARLETH,Haryana Leather,X,INE681F01018,524080
BSE,SIMPLEXINF,BSE-SIMPLEXINF,Simplex Infra,B,INE059B01024,523838
BSE,KREBSBIO,BSE-KREBSBIO,Krebs Biochem,B,INE268B01013,524518
BSE,MENONBE,BSE-MENONBE,Menon Bearings,B,INE071D01033,523828
BSE,SEYAIND,BSE-SEYAIND,Seya Industries,T,INE573R01012,524324
BSE,GAYATRIBI,BSE-GAYATRIBI,Gayatri Bioorganic,XT,INE052E01015,524564
BSE,LACTOSE,BSE-LACTOSE,Lactose India,X,INE058I01013,524202
BSE,SHHARICH,BSE-SHHARICH,Shree Hari Chemicals,X,INE065E01017,524336
