exchange,trading_symbol,groww_symbol,name,series,isin,exchange_token
BSE,MANALIPETC,BSE-MANALIPETC,Manali Petrochem,B,INE201A01024,500268
BSE,SALORAINTL,BSE-SALORAINTL,Salora International,X,INE924A01013,500370
BSE,INDSUCR,BSE-INDSUCR,Indian Sucrose,X,INE557C01017,500319
BSE,LGBBROSLTD,BSE-LGBBROSLTD,LG Balakrishnan,B,INE337A01034,500250
BSE,MRF,BSE-MRF,MRF,A,INE883A01011,500290
BSE,IGPL,BSE-IGPL,IGPL,B,INE204A01010,500199
BSE,KSB,BSE-KSB,KSB,A,INE999A01023,500249
BSE,MAJESAUT,BSE-MAJESAUT,Majestic Auto,X,INE201B01022,500267
BSE,SPICEJET,BSE-SPICEJET,SpiceJet,A,INE285B01017,500285
BSE,TRENT,BSE-TRENT,Trent,A,INE849A01020,500251
BSE,KIRLOSBROS,BSE-KIRLOSBROS,Kirloskar Brothers,A,INE732A01036,500241
BSE,BIRLACORPN,BSE-BIRLACORPN,Birla Corporation,A,INE340A01012,500335
BSE,INDLEASE,BSE-INDLEASE,India Lease Dev,XT,INE333C01013,500202
BSE,ITHL,BSE-ITHL,Intl Travel House,X,INE262B01016,500213
BSE,RUBFILA,BSE-RUBFILA,Rubfila Intl,B,INE642C01025,500367
BSE,ORIENTHOT,BSE-ORIENTHOT,Oriental Hotels,B,INE750A01020,500314
BSE,OILCOUNTUB,BSE-OILCOUNTUB,Oil Country Tubular,B,INE591A01010,500313
BSE,PRSMJOHNSN,BSE-PRSMJOHNSN,Prism Johnson,A,INE010A01011,500338
BSE,IONEXCHANG,BSE-IONEXCHANG,Ion Exchange,A,INE570A01022,500214
BSE,RAMANEWS,BSE-RAMANEWS,Shree Rama Newsprint,B,INE278B01020,500356
BSE,KSL,BSE-KSL,Kalyani Steels,B,INE907A01026,500235
BSE,RELIANCE,BSE-RELIANCE,Reliance Industries,A,INE002A01018,500325
BSE,WHIRLPOOL,BSE-WHIRLPOOL,Whirlpool Of India,A,INE716A01013,500238
BSE,RSWM,BSE-RSWM,RSWM,B,INE611A01016,500350
BSE,KIRLOSIND,BSE-KIRLOSIND,Kirloskar Industries,B,INE250A01039,500243
BSE,JISLJALEQS,BSE-JISLJALEQS,Jain Irrigation Sys,A,INE175A01038,500219
BSE,MAHSEAMLES,BSE-MAHSEAMLES,Maharashtra Seamless,A,INE271B01025,500265
BSE,PRAGBOS,BSE-PRAGBOS,Prag Bosimi Syn,X,INE962B01011,500192
BSE,PEL,BSE-PEL,Piramal Enterprises,A,INE140A01024,500302
BSE,MFSL,BSE-MFSL,Max Fin Services,A,INE180A01020,500271
BSE,HMT,BSE-HMT,HMT,Z,INE262A01018,500191
BSE,NCC,BSE-NCC,NCC,A,INE868B01028,500294
BSE,INGERRAND,BSE-INGERRAND,Ingersoll Rand,A,INE177A01018,500210
BSE,VEDL,BSE-VEDL,Vedanta,A,INE205A01025,500295
BSE,MOREPENLAB,BSE-MOREPENLAB,Morepen Labs,A,INE083A01026,500288
BSE,MODTHREAD,BSE-MODTHREAD,Modern Threads,B,INE794W01014,500282
BSE,OSWALAGRO,BSE-OSWALAGRO,Oswal Agro Mills,B,INE142A01012,500317
BSE,PANCM,BSE-PANCM,Panyam Cements,X,INE167E01037,500322
BSE,ENVAIREL,BSE-ENVAIREL,Envair Electrodyne,X,INE601C01013,500246
BSE,RAPICUT,BSE-RAPICUT,Rapicut Carbides,XT,INE350D01015,500360
BSE,RAMCOCEM,BSE-RAMCOCEM,Ramco Cements,A,INE331A01037,500260
BSE,RAJSREESUG,BSE-RAJSREESUG,Rajshree Sugars,B,INE562B01019,500354
BSE,LUPIN,BSE-LUPIN,Lupin,A,INE326A01037,500257
BSE,INFY,BSE-INFY,Infosys,A,INE009A01021,500209
BSE,TIMEX,BSE-TIMEX,Timex Group,T,INE064A01026,500414
BSE,SKFINDIA,BSE-SKFINDIA,SKF India,A,INE640A01023,500472
BSE,CASTROLIND,BSE-CASTROLIND,Castrol India,A,INE172A01027,500870
BSE,EXCELINDUS,BSE-EXCELINDUS,Excel Industries,B,INE369A01029,500650
BSE,TATACONSUM,BSE-TATACONSUM,Tata Consumer Produc,A,INE192A01025,500800
BSE,ASIANPAINT,BSE-ASIANPAINT,Asian Paints,A,INE021A01026,500820
BSE,JKLAKSHMI,BSE-JKLAKSHMI,JK Lakshmi Cement,A,INE786A01032,500380
BSE,EIHOTEL,BSE-EIHOTEL,EIH,A,INE230A01023,500840
BSE,ASHOKLEY,BSE-ASHOKLEY,Ashok Leyland,A,INE208A01029,500477
BSE,TATAMOTORS,BSE-TATAMOTORS,Tata Motors,A,INE155A01022,500570
BSE,PFIZER,BSE-PFIZER,Pfizer,A,INE182A01018,500680
BSE,TPINDIA,BSE-TPINDIA,TPI India,X,INE578C01021,500421
BSE,DSINVEST,BSE-DSINVEST,Dalal Street Invst,XT,INE422D01012,501148
BSE,VHL,BSE-VHL,Vardhman Holdings,B,INE701A01023,500439
BSE,TATASTEEL,BSE-TATASTEEL,Tata Steel,A,INE081A01020,500470
BSE,SKPMIL,BSE-SKPMIL,SKPMIL,X,INE970C01012,500388
BSE,ESCORTS,BSE-ESCORTS,Escorts,A,INE042A01014,500495
BSE,MODIRUBBER,BSE-MODIRUBBER,Modi Rubber,B,INE832A01018,500890
BSE,BAJAJHLDNG,BSE-BAJAJHLDNG,Bajaj Hold & Invest,A,INE118A01012,500490
BSE,COLPAL,BSE-COLPAL,Colgate-Palmolive,A,INE259A01022,500830
BSE,AMBUJACEM,BSE-AMBUJACEM,Ambuja Cement,A,INE079A01024,500425
BSE,AKZOINDIA,BSE-AKZOINDIA,Akzo Nobel India,A,INE133A01011,500710
BSE,ITC,BSE-ITC,ITC,A,INE154A01025,500875
BSE,KORE,BSE-KORE,Team24 Consumer Prod,XT,INE601A01017,500458
BSE,GESHIP,BSE-GESHIP,GE Shipping,A,INE017A01032,500620
BSE,VOLTAS,BSE-VOLTAS,Voltas,A,INE226A01021,500575
BSE,FEDERALBNK,BSE-FEDERALBNK,The Federal Bank,A,INE171A01029,500469
BSE,SPLPETRO,BSE-SPLPETRO,Supreme Petrochem,A,INE663A01033,500405
BSE,SPMLINFRA,BSE-SPMLINFRA,SPML Infra,B,INE937A01023,500402
BSE,FINPIPE,BSE-FINPIPE,Finolex Industries,A,INE183A01024,500940
BSE,TATAELXSI,BSE-TATAELXSI,Tata Elxsi,A,INE670A01012,500408
BSE,BPCL,BSE-BPCL,BPCL,A,INE029A01011,500547
BSE,BBOX,BSE-BBOX,Black Bo,B,INE676A01027,500463
BSE,PGHH,BSE-PGHH,P&G,A,INE179A01014,500459
BSE,HINDMOTORS,BSE-HINDMOTORS,Hindustan Motors,T,INE253A01025,500500
BSE,BOSCHLTD,BSE-BOSCHLTD,Bosch,A,INE323A01026,500530
BSE,TATACHEM,BSE-TATACHEM,Tata Chemicals,A,INE092A01019,500770
BSE,CENTRUM,BSE-CENTRUM,Centrum Capital,B,INE660C01027,501150
BSE,SANOFI,BSE-SANOFI,Sanofi India,A,INE058A01010,500674
BSE,ZGOLDINV,BSE-ZGOLDINV,Gold Rock Invest,XT,INE598F01014,501111
BSE,SUNDRMFAST,BSE-SUNDRMFAST,Sundram Fasteners,A,INE387A01021,500403
BSE,HARRMALAYA,BSE-HARRMALAYA,Harrisons Malayalam,B,INE544A01019,500467
BSE,NOVARTIND,BSE-NOVARTIND,Novartis,B,INE234A01025,500672
BSE,ABBOTINDIA,BSE-ABBOTINDIA,Abbott India,A,INE358A01014,500488
BSE,TATACOMM,BSE-TATACOMM,Tata Communications,A,INE151A01013,500483
BSE,ZUARIIND,BSE-ZUARIIND,Zuari Industries,B,INE217A01012,500780
BSE,HINDALCO,BSE-HINDALCO,Hindalco,A,INE038A01020,500440
BSE,SWARAJENG,BSE-SWARAJENG,Swaraj Engines,B,INE277A01016,500407
BSE,PREMIER,BSE-PREMIER,Premier,T,INE342A01018,500540
BSE,APOLLOTYRE,BSE-APOLLOTYRE,Apollo Tyres,A,INE438A01022,500877
BSE,UTLINDS,BSE-UTLINDS,UTL Industries,X,INE184E01024,500426
BSE,SILVERLINE,BSE-SILVERLINE,Silverline Tech,X,INE368A01021,500389
BSE,TOKYOPLAST,BSE-TOKYOPLAST,Tokyo Plast Intl,B,INE932C01012,500418
BSE,TCIFINANCE,BSE-TCIFINANCE,TCI Finance,T,INE911B01018,501242
BSE,JINDALSAW,BSE-JINDALSAW,Jindal SAW,A,INE324A01032,500378
BSE,ACC,BSE-ACC,ACC,A,INE012A01025,500410
BSE,RELINFRA,BSE-RELINFRA,Reliance Infrastructure,T,INE036A01016,500390
BSE,LT,BSE-LT,L&T,A,INE018A01030,500510
BSE,SHREECEM,BSE-SHREECEM,Shree Cement,A,INE070A01015,500387
BSE,WSTCSTPAPR,BSE-WSTCSTPAPR,West Coast Paper,B,INE976A01021,500444
BSE,HOCL,BSE-HOCL,HOC,B,INE048A01011,500449
BSE,SUNRINV,BSE-SUNRINV,Sunrise Indl,XT,INE371U01015,501110
BSE,NOCIL,BSE-NOCIL,NOCIL,A,INE163A01018,500730
BSE,UCAL,BSE-UCAL,UCAL,B,INE139B01016,500464
BSE,PASUPTAC,BSE-PASUPTAC,Pasupati Acrylon,B,INE818B01023,500456
BSE,MPILCORPL,BSE-MPILCORPL,MPIL Corporation,X,INE844C01027,500450
BSE,TORNTPHARM,BSE-TORNTPHARM,Torrent Pharma,A,INE685A01028,500420
BSE,GRWRHITECH,BSE-GRWRHITECH,Garware Hi Tech,A,INE291A01017,500655
BSE,NESTLEIND,BSE-NESTLEIND,Nestle,A,INE239A01024,500790
BSE,GSFC,BSE-GSFC,GSFC,A,INE026A01025,500690
BSE,MUKANDLTD,BSE-MUKANDLTD,Mukand,B,INE304A01026,500460
BSE,M&M,BSE-M&M,Mahindra & Mahindra,A,INE101A01026,500520
BSE,SIEMENS,BSE-SIEMENS,Siemens,A,INE003A01024,500550
BSE,INDHOTEL,BSE-INDHOTEL,Indian Hotel,A,INE053A01029,500850
BSE,CUMMINSIND,BSE-CUMMINSIND,Cummins India,A,INE298A01020,500480
BSE,HINDUNILVR,BSE-HINDUNILVR,Hindustan Unilever,A,INE030A01027,500696
BSE,TRANSCHEM,BSE-TRANSCHEM,Transchem,X,INE019B01010,500422
BSE,GLAXO,BSE-GLAXO,GSK Pharma,A,INE159A01016,500660
BSE,TIRUMALCHM,BSE-TIRUMALCHM,Thirumalai Chemicals,A,INE338A01024,500412
BSE,TATAPOWER,BSE-TATAPOWER,Tata Power,A,INE245A01021,500400
BSE,LORDSMARK,BSE-LORDSMARK,Lords Mark India,XT,INE567L01017,501261
BSE,TNPETRO,BSE-TNPETRO,TN Petro Products,T,INE148A01019,500777
BSE,DEEPAKFERT,BSE-DEEPAKFERT,Deepak Fert & Petro,A,INE501A01019,500645
BSE,CEATLTD,BSE-CEATLTD,CEAT,A,INE482A01020,500878
BSE,BRITANNIA,BSE-BRITANNIA,Britannia Industries,A,INE216A01030,500825
BSE,UNIENTER,BSE-UNIENTER,Uniphos Enterprises,B,INE037A01022,500429
BSE,THERMAX,BSE-THERMAX,Thermax,A,INE152A01029,500411
BSE,SUNFLAG,BSE-SUNFLAG,Sunflag Iron,B,INE947A01014,500404
BSE,GNFC,BSE-GNFC,GNFC,A,INE113A01013,500670
BSE,THOMASCOOK,BSE-THOMASCOOK,Thomas Cook India,A,INE332A01027,500413
BSE,BHARATFORG,BSE-BHARATFORG,Bharat Forge,A,INE465A01025,500493
BSE,PHOENIXLTD,BSE-PHOENIXLTD,Phoenix Mills,A,INE211B01039,503100
BSE,CITADEL,BSE-CITADEL,Citadel Realty,XT,INE906D01014,502445
BSE,GREAVESCOT,BSE-GREAVESCOT,Greaves Cotton,A,INE224A01026,501455
BSE,TECHNVISN,BSE-TECHNVISN,TechNVision,XT,INE314H01012,501421
BSE,WAGEND,BSE-WAGEND,Wagend Infra,X,INE786K01023,503675
BSE,FORBESCO,BSE-FORBESCO,Forbes & Company,X,INE518A01013,502865
BSE,SAURASHCEM,BSE-SAURASHCEM,Saurashtra Cement,B,INE626A01014,502175
BSE,MODIPON,BSE-MODIPON,Modipon,X,INE170C01019,503776
BSE,ZGAEKWAR,BSE-ZGAEKWAR,Gaekwar Mills,X,INE837X01027,502850
BSE,UNITEDINT,BSE-UNITEDINT,United Interactive,X,INE706D01018,502893
BSE,ORIENTPPR,BSE-ORIENTPPR,Orient Paper,B,INE592A01026,502420
BSE,KESORAMIND,BSE-KESORAMIND,Kesoram Industries,A,INE087A01019,502937
BSE,PRISMX,BSE-PRISMX,Prismx Global,X,INE286N01028,501314
BSE,RUBYMILLS,BSE-RUBYMILLS,Ruby Mills,B,INE301D01026,503169
BSE,BANSWRAS,BSE-BANSWRAS,Banswara Syntex,B,INE629D01020,503722
BSE,IITL,BSE-IITL,Industrial Invest,B,INE886A01014,501295
BSE,SIMPLXREA,BSE-SIMPLXREA,Simplex Realty,X,INE167H01014,503229
BSE,BALKRISIND,BSE-BALKRISIND,Balkrishna Inds.,A,INE787D01026,502355
BSE,JAMSHRI,BSE-JAMSHRI,Jamshri Realty,XT,INE462D01034,502901
BSE,BBTC,BSE-BBTC,Bombay Burmah Trdg.,A,INE050A01025,501425
BSE,VEERENRGY,BSE-VEERENRGY,Veer Energy,X,INE255E01030,503657
BSE,HPCOTTON,BSE-HPCOTTON,HP Cotton Textile,X,INE950C01014,502873
BSE,LERTHAI,BSE-LERTHAI,Lerthai Finance,XT,INE347D01011,502250
BSE,INDIANVSH,BSE-INDIANVSH,IndiaNivesh,X,INE131H01028,501700
BSE,KSHITIJ,BSE-KSHITIJ,Manglam Global Corp.,X,INE733N01011,503626
BSE,ROLLT,BSE-ROLLT,Rollatainers,B,INE927A01040,502448
BSE,RAJABAH,BSE-RAJABAH,Raja Bahadur Intl,X,INE491N01016,503127
BSE,CHOWGULSTM,BSE-CHOWGULSTM,Chowgule Steamship,X,INE490A01015,501833
BSE,MODWOOL,BSE-MODWOOL,Modella Woollens,X,INE380D01012,503772
BSE,GLOBOFFS,BSE-GLOBOFFS,Global Offshore Serv,X,INE446C01013,501848
BSE,BOMBCYC,BSE-BOMBCYC,Bombay Cycle & Motor,X,INE691K01017,501430
BSE,RELCHEMQ,BSE-RELCHEMQ,Reliance Chemo,B,INE750D01016,503162
BSE,BORORENEW,BSE-BORORENEW,Borosil Renewables,A,INE666D01022,502219
BSE,WHBRADY,BSE-WHBRADY,W. H. Brady & Co,X,INE855A01019,501391
BSE,SWANCORP,BSE-SWANCORP,Swan Corp,A,INE665A01038,503310
BSE,SAGCEM,BSE-SAGCEM,Sagar Cements,B,INE229C01021,502090
BSE,VAPIENTER,BSE-VAPIENTER,Vapi Enterprise,X,INE464D01014,502589
BSE,ANANDPROJ,BSE-ANANDPROJ,Anand Projects,XT,INE134R01013,501630
BSE,SHAILY,BSE-SHAILY,Shaily,A,INE151G01028,501423
BSE,HEMACEM,BSE-HEMACEM,Hemadri Cements,X,INE07BK01011,502133
BSE,TATAINVEST,BSE-TATAINVEST,Tata Investment Corp,A,INE672A01018,501301
BSE,ASIIL,BSE-ASIIL,ASI Industries,X,INE443A01030,502015
BSE,ZSVARAJT,BSE-ZSVARAJT,Svaraj Trading,X,INE406N01014,503624
BSE,PASUSPG,BSE-PASUSPG,Pasupati Spinning,X,INE909B01020,503092
BSE,UNIJOLL,BSE-UNIJOLL,Unijolly Investments,XT,INE130N01010,503671
BSE,WALCHPF,BSE-WALCHPF,Walchand Peoplefirst,X,INE695D01021,501370
BSE,VTL,BSE-VTL,Vardhman Textiles,A,INE825A01020,502986
BSE,DCM,BSE-DCM,DCM,B,INE498A01018,502820
BSE,MOTOGENFIN,BSE-MOTOGENFIN,Motor & Gen Finance,B,INE861B01023,501343
BSE,ZODIACVEN,BSE-ZODIACVEN,Zodiac Ventures,X,INE945J01027,503641
BSE,MARATHON,BSE-MARATHON,Marathon Nextgen,B,INE182D01020,503101
BSE,PENINLAND,BSE-PENINLAND,Peninsula Land,B,INE138A01028,503031
BSE,MANGLMCEM,BSE-MANGLMCEM,Mangalam Cement,B,INE347A01017,502157
BSE,LAKSHMIMIL,BSE-LAKSHMIMIL,Lakshmi Mills Co,XT,INE938C01019,502958
BSE,NATHIND,BSE-NATHIND,Nath Industries,X,INE777A01023,502587
BSE,ANDHRAPAP,BSE-ANDHRAPAP,Andhra Paper,B,INE435A01051,502330
BSE,TILAK,BSE-TILAK,Tilak Ventures,X,INE026L01022,503663
BSE,MULLER,BSE-MULLER,Muller & Phipps,X,INE003F01015,501477
BSE,ANTARIKSH,BSE-ANTARIKSH,Antariksh Industries,XT,INE825M01017,501270
BSE,NCLIND,BSE-NCLIND,NCL Industries,B,INE732C01016,502168
BSE,JAYBHCR,BSE-JAYBHCR,Jayabharat Credit,X,INE998D01011,501311
BSE,SHRENTI,BSE-SHRENTI,Shreenath Investment,XT,INE475V01012,503696
BSE,SALSAIN,BSE-SALSAIN,SSIL,XT,INE315N01017,503635
BSE,INDPRUD,BSE-INDPRUD,Ind & Prud Invest,X,INE620D01011,501298
BSE,SHREDIGCEM,BSE-SHREDIGCEM,Shree DigvijayCement,B,INE232A01011,502180
BSE,DECCANCE,BSE-DECCANCE,Deccan Cements,B,INE583C01021,502137
BSE,SHRIDINE,BSE-SHRIDINE,Shri Dinesh Mills,X,INE204C01024,503804
BSE,HEALINV,BSE-HEALINV,Healthy Investments,XT,INE160N01017,503689
BSE,ELCIDIN,BSE-ELCIDIN,Elcid Investments,B,INE927X01018,503681
BSE,INDSOYA,BSE-INDSOYA,Apollo Ingredients,XT,INE314N01028,503639
BSE,COASTCORP,BSE-COASTCORP,Coastal Corporation,B,INE377E01024,501831
BSE,RAPIDIN,BSE-RAPIDIN,Rapid Investments,XT,INE154M01012,501351
BSE,MEDIAONE,BSE-MEDIAONE,Mediaone Glob Enter,X,INE828I01019,503685
BSE,KATRSPG,BSE-KATRSPG,Katare Spinning,X,INE498G01015,502933
BSE,NILACHAL,BSE-NILACHAL,Nilachal Refractories,X,INE416N01013,502294
BSE,AMALGAM,BSE-AMALGAM,Amalgamated Elec,XT,INE492N01022,501622
BSE,ZSWASTSA,BSE-ZSWASTSA,Swastik Safe Deposit,XT,INE094R01019,501386
BSE,TRIVENIGQ,BSE-TRIVENIGQ,Triveni Glass,X,INE094C01011,502281
BSE,ZSVTRADI,BSE-ZSVTRADI,SV Trading,XT,INE404N01019,503622
BSE,SESHAPAPER,BSE-SESHAPAPER,Seshasayee Paper,B,INE630A01024,502450
BSE,VICTMILL,BSE-VICTMILL,Victoria Mills,X,INE203D01016,503349
BSE,HIRECT,BSE-HIRECT,Hind Rectifiers,B,INE835D01023,504036
BSE,STDBAT,BSE-STDBAT,Standard Batteries,X,INE502C01039,504180
BSE,NESCO,BSE-NESCO,Nesco,B,INE317F01035,505355
BSE,SWADPOL,BSE-SWADPOL,Swadeshi Polytex,X,INE243N01029,503816
BSE,HARSHILAGR,BSE-HARSHILAGR,Harshil Agrotech,X,INE098E01026,505336
BSE,MANUGRAPH,BSE-MANUGRAPH,Manugraph India,T,INE867A01022,505324
BSE,SETCO,BSE-SETCO,Setco Automotive,B,INE878E01021,505075
BSE,WMINIMT,BSE-WMINIMT,Western Ministil,P,INE187U01015,504998
BSE,PERMAGN,BSE-PERMAGN,Permanent Magnets,XT,INE418E01018,504132
BSE,GGDPROP,BSE-GGDPROP,G.G. Dandekar Prop.,X,INE631D01026,505250
BSE,ZWELCAST,BSE-ZWELCAST,Welcast Steels,X,INE380G01015,504988
BSE,BOMBWIR,BSE-BOMBWIR,Bombay Wire Ropes,X,INE089T01023,504648
BSE,BGWTATO,BSE-BGWTATO,Bhagwati Autocast,X,INE106G01014,504646
BSE,NATIONSTD,BSE-NATIONSTD,National Stndrd,B,INE166R01015,504882
BSE,KAIRA,BSE-KAIRA,Kaira Can Co,X,INE375D01012,504840
BSE,UNIVCABLES,BSE-UNIVCABLES,Universal Cables,B,INE279A01012,504212
BSE,KIRLPNU,BSE-KIRLPNU,Kirloskar Pneumatic,A,INE811A01020,505283
BSE,WSI,BSE-WSI,WS Industries India,B,INE100D01014,504220
BSE,RELTD,BSE-RELTD,Ravindra Energy,B,INE206N01018,504341
BSE,NIPPOBATRY,BSE-NIPPOBATRY,Indo National,B,INE567A01028,504058
BSE,GANHOLD,BSE-GANHOLD,Ganesh Holdings,XT,INE932M01011,504397
BSE,INLCM,BSE-INLCM,The Indian Link,XT,INE359D01024,504746
BSE,DLTNCBL,BSE-DLTNCBL,Delton Cables,X,INE872E01016,504240
BSE,LAKSELEC,BSE-LAKSELEC,Lakshmi Elect.Contl.,X,INE284C01018,504258
BSE,WENDT,BSE-WENDT,Wendt India,B,INE274C01019,505412
BSE,GRANDMA,BSE-GRANDMA,Grandma Trading,X,INE927M01029,504369
BSE,TEXINFRA,BSE-TEXINFRA,Texmaco Infra,B,INE435C01024,505400
BSE,ATLASCYCLE,BSE-ATLASCYCLE,Atlas Cycles Haryana,B,INE446A01025,505029
BSE,NELCO,BSE-NELCO,NELCO,B,INE045B01015,504112
BSE,INVPRECQ,BSE-INVPRECQ,IPCL,X,INE155E01016,504786
BSE,TULIVE,BSE-TULIVE,Tulive Developers,XT,INE637D01015,505285
BSE,CHOLAHLDNG,BSE-CHOLAHLDNG,Cholamandalam Fin.,A,INE149A01033,504973
BSE,LAKSHMIEW,BSE-LAKSHMIEW,Lakshmi Eng warehous,X,INE718M01022,505302
BSE,DELTAMAGNT,BSE-DELTAMAGNT,Delta Manufacturing,B,INE393A01011,504286
BSE,ORIENTCER,BSE-ORIENTCER,Orient Abrasives,B,INE569C01020,504879
BSE,ZENSARTECH,BSE-ZENSARTECH,Zensar Technologies,A,INE520A01027,504067
BSE,JAINEX,BSE-JAINEX,Jainex Aamcol,X,INE280F01019,505212
BSE,RIDHISYN,BSE-RIDHISYN,Ridhi Synthetics,XT,INE07LK01010,504365
BSE,ELPROINTL,BSE-ELPROINTL,Elpro International,B,INE579B01039,504000
BSE,SANDUMA,BSE-SANDUMA,Sandur Manganese,B,INE149K01016,504918
BSE,ZSATYASL,BSE-ZSATYASL,Satyam Silk Mills,XT,INE07MC01015,503893
BSE,JSLINDL,BSE-JSLINDL,JSL Industries,X,INE581L01018,504080
BSE,ACGL,BSE-ACGL,Automobile Corp.Goa,X,INE451C01013,505036
BSE,RRP,BSE-RRP,RRP Semiconductor,XT,INE713N01013,504346
BSE,GMMPFAUDLR,BSE-GMMPFAUDLR,GMM Pfaudler,A,INE541A01023,505255
BSE,NYSSACORP,BSE-NYSSACORP,Nyssa Corporation,X,INE812K01027,504378
BSE,SIYSIL,BSE-SIYSIL,Siyaram Silk Mills,B,INE076B01028,503811
BSE,PSITINFRA,BSE-PSITINFRA,PS IT Infra & Serv,X,INE953M01033,505502
BSE,TIL,BSE-TIL,TIL,B,INE806C01018,505196
BSE,RATHIST,BSE-RATHIST,Rathi Steel,X,INE336C01016,504903
BSE,INDOKEM,BSE-INDOKEM,Indokem,XT,INE716F01012,504092
BSE,EMPOWER,BSE-EMPOWER,Empower India,X,INE507F01023,504351
BSE,SRF,BSE-SRF,SRF,A,INE647A01010,503806
BSE,MONOT,BSE-MONOT,Monotype India,X,INE811D01024,505343
BSE,MODULEX,BSE-MODULEX,Modulex Construction,Z,INE064R01012,504273
BSE,SHRMFGC,BSE-SHRMFGC,Shree Manufacturing,XT,INE632A01012,503863
BSE,KRISHNA,BSE-KRISHNA,Krishna Ventures,X,INE537L01010,504392
BSE,HIGHENE,BSE-HIGHENE,High Energy Batterie,X,INE783E01023,504176
BSE,SHRAJSYNQ,BSE-SHRAJSYNQ,SRSL,XT,INE796C01011,503837
BSE,JYOTI,BSE-JYOTI,Jyoti,X,INE511D01012,504076
BSE,ZMULTIPU,BSE-ZMULTIPU,Multipurpose,X,INE017P01014,504356
BSE,SMLISUZU,BSE-SMLISUZU,SML Isuzu,B,INE294B01019,505192
BSE,AZADIND,BSE-AZADIND,Azad India Mobility,X,INE566M01017,504731
BSE,SOFTBPO,BSE-SOFTBPO,IDream Film Infra,P,INE459E01012,504375
BSE,DUNCANENG,BSE-DUNCANENG,Duncan Engineering,X,INE340F01011,504908
BSE,UNIABEXAL,BSE-UNIABEXAL,Uni-Abex Alloy,X,INE361D01012,504605
BSE,VELJAN,BSE-VELJAN,Veljan Denison,X,INE232E01013,505232
BSE,INDIANHUME,BSE-INDIANHUME,Indian Hume Pipe,B,INE323C01030,504741
BSE,ALFREDHE,BSE-ALFREDHE,Alfred Herbert,XT,INE782D01027,505216
BSE,ZFSTEERING,BSE-ZFSTEERING,ZF Steering Gear,B,INE116C01012,505163
BSE,SARDAEN,BSE-SARDAEN,Sarda Energy,A,INE385C01021,504614
BSE,INRADIA,BSE-INRADIA,India Radiators,XT,INE461Y01016,505100
BSE,LONGSPUR,BSE-LONGSPUR,Longspur Ventures,XT,INE180M01033,504340
BSE,SEMAC,BSE-SEMAC,Semac Construction,T,INE617A01013,505368
BSE,STOVACQ,BSE-STOVACQ,Stovec Inds,X,INE755D01015,504959
BSE,GEE,BSE-GEE,GEE,X,INE064H01021,504028
BSE,AUTOAXLES,BSE-AUTOAXLES,Auto.Axle,B,INE449A01011,505010
BSE,LYNMC,BSE-LYNMC,Lynx Machinery,XT,INE732D01014,505320
BSE,KPT,BSE-KPT,KPT Industries,X,INE731D01024,505299
BSE,AUTOPRD,BSE-AUTOPRD,Automobile Prod,XT,INE0NY101012,505032
BSE,PANAENERG,BSE-PANAENERG,Panasonic Energy,X,INE795A01017,504093
BSE,EICHERMOT,BSE-EICHERMOT,Eicher Motors,A,INE066A01021,505200
BSE,BBL,BSE-BBL,Bharat Bijlee,A,INE464A01036,503960
BSE,INFORTEC,BSE-INFORTEC,Informed Tech,X,INE123E01014,504810
BSE,FLOMIC,BSE-FLOMIC,Flomic Global Logs,X,INE952M01019,504380
BSE,KAYCEEI,BSE-KAYCEEI,Kaycee Industries,X,INE813G01023,504084
BSE,DYNAMATECH,BSE-DYNAMATECH,Dynamatic Tech,B,INE221B01012,505242
BSE,TALBROAUTO,BSE-TALBROAUTO,Talbros Automotive,B,INE187D01029,505160
BSE,INTEGRAEN,BSE-INTEGRAEN,Integra Engineering,X,INE984B01023,505358
BSE,KANORICHEM,BSE-KANORICHEM,Kanoria Chemical,B,INE138C01024,506525
BSE,WESTLIFE,BSE-WESTLIFE,Westlife Development,A,INE274F01020,505533
BSE,PRAKASH,BSE-PRAKASH,Prakash Industries,A,INE603A01013,506022
BSE,MODISONLTD,BSE-MODISONLTD,Modison,B,INE737D01021,506261
BSE,ZSARVAMA,BSE-ZSARVAMA,Sarvamangal,XT,INE978L01016,506190
BSE,RANEHOLDIN,BSE-RANEHOLDIN,Rane Holdings,B,INE384A01010,505800
BSE,ALGOQUANT,BSE-ALGOQUANT,Algoquant Fintec,B,INE598D01035,505725
BSE,DMCC,BSE-DMCC,DMCC Speciality Chem,B,INE505A01010,506405
BSE,SINGER,BSE-SINGER,Singer India,X,INE638A01035,505729
BSE,ELECON,BSE-ELECON,Elecon Engg Co,A,INE205B01031,505700
BSE,KEMP,BSE-KEMP,Kemp & Company,X,INE060E01018,506530
BSE,PCBL,BSE-PCBL,PCBL Chemical,A,INE602A01031,506590
BSE,JOSTS,BSE-JOSTS,Josts Engg Co,X,INE636D01041,505750
BSE,HVL,BSE-HVL,Hariyana Ventures,ZP,INE219D01012,506024
BSE,ALNATRD,BSE-ALNATRD,Alna Trading,P,INE07I701011,506120
BSE,SHYMINV,BSE-SHYMINV,Shyamkamal Invest,X,INE203N01015,505515
BSE,SKYLMILAR,BSE-SKYLMILAR,Skyline Millars,XT,INE178E01026,505650
