TckrSymb,FinInstrmNm,Industry,exchange
ODYCORP,ODYSSEY CORPORATION LTD.,Capital Markets,BSE
VUENOW,VUENOW INFRATECH LIMITED,Information Technology Services,BSE
INDCTST,INDUCTO STEEL LTD.,Waste Management,BSE
SAMINDUS,SAM INDUSTRIES LTD.,Real Estate Services,BSE
SHVFL,SHREEVATSAA FINANCE & LEASING,Financial Conglomerates,BSE
POOJAENT,VASHU BHAGNANI INDUSTRIES LIMI,Entertainment,BSE
GRAVITY,GRAVITY (INDIA) LTD.,Textile Manufacturing,BSE
ESPIRE,ESPIRE HOSPITALITY LIMITED,Resorts & Casinos,BSE
ZENOTECH,ZENOTECH LABORATORIES LTD.,Drug Manufacturers - Specialty & Generic,BSE
HINDBIO,HINDUSTAN BIO SCIENCES LTD.,Drug Manufacturers - Specialty & Generic,BSE
FRONTCORP,FRONTLINE CORPORATION LTD.,Auto Parts,BSE
WALLFORT,WALLFORT FINANCIAL SERVICES LT,Capital Markets,BSE
TRUSTEDGE,Trustedge Capital Limited,Credit Services,BSE
ABHICAP,ABHINAV CAPITAL SERVICES LTD.,Credit Services,BSE
3BBLACKBIO,3B BlackBio Dx Limited,Biotechnology,BSE
SUMUKA,Sumuka Agro Industries Limited,Food Distribution,BSE
ATVOENT,Atvo Enterprises Limited,Apparel Manufacturing,BSE
EPUJA,EPUJA SPIRITECH LIMITED,Personal Services,BSE
INDOCITY,INDO-CITY INFOTECH LTD.,Capital Markets,BSE
SBECSUG,SBEC SUGAR LTD.,Confectioners,BSE
BRIJLEAS,BRIJLAXMI LEASING & FINANCE LT,Capital Markets,BSE
BSELALGO,BSEL ALGO LIMITED,Real Estate - Development,BSE
RELIABVEN,RELIABLE VENTURES INDIA LTD.,Lodging,BSE
TRIUMPIN,TRIUMPH INTERNATIONAL FINANCE,Credit Services,BSE
MOHITE,MOHITE INDUSTRIES LIMITED,Textile Manufacturing,BSE
HOTLSILV,H.S.INDIA LTD.,Lodging,BSE
JOHNPHARMA,JOHNSON PHARMACARE LIMITED,Shell Companies,BSE
TRESCON,TRESCON LIMITED,Real Estate - Development,BSE
GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR,Credit Services,BSE
MINOLTAF,MINOLTA FINANCE LTD.,Asset Management,BSE
OMKARPH,OMKAR PHARMACHEM LTD.,Drug Manufacturers - Specialty & Generic,BSE
GAYATRI,GAYATRI SUGARS LTD.,Confectioners,BSE
SIELFNS,SIEL FINANCIAL SERVICES LTD.,Mortgage Finance,BSE
BENGALT,BENGAL TEA & FABRICS LTD.,Farm Products,BSE
TCIIND,TCI INDUSTRIES LTD.,Real Estate Services,BSE
LANDMARC,LANDMARC LEISURE CORPORATION L,Entertainment,BSE
TCFCFINQ,TCFC FINANCE LTD.,Capital Markets,BSE
INTEGHIT,INTEGRATED HITECH LTD.,Software - Application,BSE
KJMCCORP,KJMC CORPORATE ADVISORS (INDIA,Capital Markets,BSE
GVPIL,GE Power India Ltd,Engineering & Construction,BSE
GROARC,GROARC INDUSTRIES INDIA LIMITE,Information Technology Services,BSE
VAARAD,VAARAD VENTURES LTD,Asset Management,BSE
SHIVACEM,SHIVA CEMENT LTD.,Building Materials,BSE
DANLAW,DANLAW TECHNOLOGIES INDIA LTD.,Auto Parts,BSE
HBPOR,HB PORTFOLIO LTD.,Capital Markets,BSE
HBESD,HB ESTATE DEVELOPERS LTD.,Lodging,BSE
OMNIAX,OMNI AXS SOFTWARE LTD.,Software - Application,BSE
SOFTSOL,SOFTSOL INDIA LTD.,Software - Application,BSE
PADMALAYAT,PADMALAYA TELEFILMS LTD.,Entertainment,BSE
VIRGOGLOB,Virgo Global Limited,Computer Hardware,BSE
PICTUREHS,PICTUREHOUSE MEDIA LTD.,Entertainment,BSE
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.,Grocery Stores,BSE
NAGPI,NAGPUR POWER & INDUSTRIES LTD.,Electrical Equipment & Parts,BSE
BCG,BRIGHTCOM GROUP LIMITED,Advertising Agencies,BSE
WEPSOLN,WEP SOLUTIONS LTD.,Computer Hardware,BSE
UNIVARTS,UNIVERSAL ARTS LTD.,Entertainment,BSE
FIRSTFIN,FIRST FINTEC LIMITED,Software - Application,BSE
BABA,BABA ARTS LTD.,Entertainment,BSE
TYCHE,TYCHE INDUSTRIES LTD.,Drug Manufacturers - Specialty & Generic,BSE
KONNDOR,KONNDOR INDUSTRIES LIMITED,Paper & Paper Products,BSE
USGTECH,USG TECH SOLUTIONS LTD.,Software - Infrastructure,BSE
7TEC,SAVEN TECHNOLOGIES LTD.,Software - Application,BSE
TRANSCOR,TRANSCORP INTERNATIONAL LTD.,Capital Markets,BSE
GENUSPRIME,GENUS PRIME INFRA LIMITED,Real Estate - Development,BSE
SANINFRA,SANMIT INFRA LIMITED,Oil & Gas Refining & Marketing,BSE
TSPIRITUAL,T.SPIRITUAL WORLD LTD.,Capital Markets,BSE
SHALIWIR,SHALIMAR WIRES INDUSTRIES LTD.,Paper & Paper Products,BSE
COMPINFO,COMPUAGE INFOCOM LTD.,Electronics & Computer Distribution,BSE
HAZOOR,HAZOOR MULTI PROJECTS LTD.,Real Estate - Development,BSE
KAMAHOLD,KAMA HOLDINGS LIMITED,Conglomerates,BSE
BLIL,BALMER LAWRIE INVESTMENTS LTD.,Conglomerates,BSE
RAJPALAYAM,RAJAPALAYAM MILLS LTD.,Textile Manufacturing,BSE
MORARJEE,MORARJEE TEXTILES LTD.,Textile Manufacturing,BSE
BEEYU,BEEYU OVERSEAS LTD.,Shell Companies,BSE
FACORALL,FACOR ALLOYS LTD.,Steel,BSE
PBAINFRA,PBA INFRASTRUCTURE LTD.,Engineering & Construction,BSE
CELLA,CELLA SPACE LIMITED,Specialty Business Services,BSE
MPDL,MPDL LIMITED,Real Estate - Development,BSE
PAUSHAKLTD,PAUSHAK LTD.,Specialty Chemicals,BSE
GTNTEX,GTN TEXTILES LTD.,Textile Manufacturing,BSE
INDICAP,INDITRADE CAPITAL LIMITED,Credit Services,BSE
HGM,HANDSON GLOBAL MANAGEMENT (HGM,,BSE
RICHAIND,RICHA INDUSTRIES LTD.,Engineering & Construction,BSE
AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Textile Manufacturing,BSE
ELAND,E-Land Apparel Limited,Apparel Manufacturing,BSE
JAGJANANI,JAGJANANI TEXTILES LTD.,Textile Manufacturing,BSE
LEHAR,LEHAR FOOTWEARS LIMITED,Footwear & Accessories,BSE
HARYNACAP,HARYANA CAPFIN LTD.,Credit Services,BSE
HDIL,HOUSING DEVELOPMENT & INFRASTR,Real Estate - Diversified,BSE
SSLEL,SIR SHADI LAL ENTERPRISES LTD.,Confectioners,BSE
VTMLTD,VTM LTD.,Textile Manufacturing,BSE
PARLEIND,PARLE INDUSTRIES LIMITED,Real Estate Services,BSE
RATHIBAR,RATHI BARS LTD.,Steel,BSE
PORWAL,PORWAL AUTO COMPONENTS LTD.,Auto Parts,BSE
GOKAKTEX,GOKAK TEXTILES LTD.,Textile Manufacturing,BSE
TELOGICA,TELOGICA LIMITED,Scientific & Technical Instruments,BSE
SENSEX1,KOTAK MAHINDRA MUTUAL FUND,,BSE
CHLLTD,CHL LTD.,Lodging,BSE
LGBFORGE,LGB FORGE LTD.,Metal Fabrication,BSE
SICAGEN,SICAGEN INDIA LTD.,Steel,BSE
SIMPLXPAP,SIMPLEX PAPERS LTD.,Paper & Paper Products,BSE
VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Information Technology Services,BSE
BENGALASM,BENGAL & ASSAM COMPANY LTD.,Auto Parts,BSE
PEIL,PREMIER ENERGY AND INFRASTRUCT,Engineering & Construction,BSE
SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Textile Manufacturing,BSE
BTTL,BHILWARA TECHNICAL TEXTILES LT,Textile Manufacturing,BSE
SPSL,SHREE PRECOATED STEELS LTD.,Real Estate - Development,BSE
YUNIKM,Yunik Managing Advisors Limite,Capital Markets,BSE
TAMBOLIIN,TAMBOLI INDUSTRIES LIMITED,Metal Fabrication,BSE
SATCH,SATCHMO HOLDINGS LIMITED,Conglomerates,BSE
GKB,GKB OPHTHALMICS LTD.,Medical Instruments & Supplies,BSE
SEATV,SEA TV NETWORK LTD.,Entertainment,BSE
RDBIPL,RDB INFRASTRUCTURE AND POWER L,Real Estate Services,BSE
KTIL,KESAR TERMINALS & INFRASTRUCTU,Specialty Business Services,BSE
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,Specialty Chemicals,BSE
TRUEGREEN,TRUE GREEN BIO ENERGY LIMITED,Textile Manufacturing,BSE
VMS,VMS INDUSTRIES LTD.,Waste Management,BSE
ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,Auto Parts,BSE
LESHAIND,LESHA INDUSTRIES LTD.,Steel,BSE
RDBRL,RDB RASAYANS LTD.,Packaging & Containers,BSE
FERVENTSYN,FERVENT SYNERGIES LTD.,Food Distribution,BSE
PMCFIN,PMC FINCORP LIMITED,Credit Services,BSE
FUTSOL,FUTURISTIC SOLUTIONS LTD.,Credit Services,BSE
AIML,ALLIANCE INTEGRATED METALIKS L,Metal Fabrication,BSE
OLPCL,OLYMPIC CARDS LTD.,Specialty Business Services,BSE
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,Real Estate Services,BSE
META,STRING METAVERSE LIMITED,Information Technology Services,BSE
AMTL,ADVANCE METERING TECHNOLOGY LT,Electrical Equipment & Parts,BSE
JUPITERIN,JUPITER INFOMEDIA LTD.,Internet Content & Information,BSE
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL,Packaging & Containers,BSE
COMCL,COMFORT COMMOTRADE LTD.,Capital Markets,BSE
SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,Food Distribution,BSE
CASPIAN,CASPIAN CORPORATE SERVICES LIM,Specialty Business Services,BSE
AERPACE,Aerpace Industries Limited,Steel,BSE
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,Education & Training Services,BSE
TRIOMERC,TRIO MERCANTILE & TRADING LTD.,Credit Services,BSE
COVIDH,COVIDH,Information Technology Services,BSE
MUKTA,Mukta Agriculture Limited,Farm Products,BSE
MYSTICELE,Mystic Electronics Limited,Electronics & Computer Distribution,BSE
COMFINCAP,COMFORT FINCAP LTD.,Credit Services,BSE
SBISENSEX,SBI MUTUAL FUND - SBI ETF SENS,,BSE
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT,Textile Manufacturing,BSE
GCMSECU,GCM SECURITIES LTD,Capital Markets,BSE
PRIMECAPM,PRIME CAPITAL MARKET LTD.,Capital Markets,BSE
KIFS,KIFS FINANCIAL SERVICES LTD.,Capital Markets,BSE
BINNYMILLS,BINNY MILLS LTD.,Textile Manufacturing,BSE
SVGLOBAL,S V GLOBAL MILL LTD.,Real Estate Services,BSE
SDC,SDC TECHMEDIA LIMITED,Entertainment,BSE
OONE,OBJECTONE INFORMATION SYSTEMS,Software - Application,BSE
IFINSEC,INDIA FINSEC LTD.,Credit Services,BSE
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD,Engineering & Construction,BSE
AMPVOLTS,AMPVOLTS LIMITED,Electrical Equipment & Parts,BSE
KHOOBSURAT,KHOOBSURAT LTD,Capital Markets,BSE
MMLF,MONEY MASTERS LEASING & FINANC,Credit Services,BSE
ALSL,ALACRITY SECURITIES LTD,Capital Markets,BSE
JULIEN,JULIEN AGRO INFRATECH LIMITED,Engineering & Construction,BSE
TIGERLOGS,TIGER LOGISTICS (INDIA) LTD,Integrated Freight & Logistics,BSE
JKAGRI,JK AGRI GENETICS LTD,Agricultural Inputs,BSE
FLFL,FUTURE LIFESTYLE FASHIONS LTD,Apparel Manufacturing,BSE
NOVELIX,NOVELIX PHARMACEUTICALS LIMITE,Medical Distribution,BSE
PVVINFRA,PVV Infra Limited,Steel,BSE
VCU,VCU DATA MANAGEMENT LTD,Security & Protection Services,BSE
INDRENEW,IND Renewable Energy Ltd,Utilities - Regulated Electric,BSE
YURANUS,YURANUS INFRASTRUCTURE LTD,Textile Manufacturing,BSE
CPL,CAPTAIN POLYPLAST LTD,Farm & Heavy Construction Machinery,BSE
ARNOLD,ARNOLD HOLDINGS LTD,Asset Management,BSE
SUNLOC,SUNIL HEALTHCARE LTD,Drug Manufacturers - Specialty & Generic,BSE
CHEMTECH,CHEMTECH INDUSTRIAL VALVES LTD,Specialty Industrial Machinery,BSE
DENISCHEM,DENIS CHEM LAB LTD,Drug Manufacturers - Specialty & Generic,BSE
POLYMAC,POLYMAC THERMOFORMERS LTD,Packaging & Containers,BSE
UNISHIRE,UNISHIRE URBAN INFRA LTD,Capital Markets,BSE
LADDU,LADDU GOPAL ONLINE SERVICES LI,Real Estate Services,BSE
HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI,Confectioners,BSE
KIRANVYPAR,KIRAN VYAPAR LTD,Capital Markets,BSE
BCP,B.C. POWER CONTROLS LTD,Electrical Equipment & Parts,BSE
MANGIND,MANGALAM INDUSTRIAL FINANCE LT,Credit Services,BSE
PHOENIXTN,PHOENIX TOWNSHIP LTD,Lodging,BSE
RAUNAQ,RAUNAQ INTERNATIONAL LIMITED,Engineering & Construction,BSE
INFRONICS,INFRONICS SYSTEMS LTD,Software - Application,BSE
HARIAAPL,HARIA APPARELS LTD,Textile Manufacturing,BSE
VASUPRADA,SHRI VASUPRADA PLANTATIONS LIM,Farm Products,BSE
RNBDENIMS,R&B DENIMS LTD,Textile Manufacturing,BSE
SHARPINV,SHARP INVESTMENTS LTD,Credit Services,BSE
RESPONSINF,RESPONSE INFORMATICS LTD,Software - Application,BSE
AFEL,A.F. ENTERPRISES LTD,Specialty Chemicals,BSE
WESTLEIRES,WEST LEISURE RESORTS LTD,Capital Markets,BSE
METSL,MAESTROS ELECTRONICS & TELECOM,Medical Devices,BSE
JACKSON,JACKSON INVESTMENTS LTD,Capital Markets,BSE
MONEYBOXX,MONEYBOXX FINANCE LIMITED,Credit Services,BSE
QUASAR,QUASAR INDIA LTD,Food Distribution,BSE
TPROJECT,THIRANI PROJECTS LTD,Credit Services,BSE
AMARSEC,AMARNATH SECURITIES LTD,Credit Services,BSE
CTL,CAPITAL TRADE LINKS LTD,Credit Services,BSE
SBL,SHIVAMSHREE BUSINESSES LIMITED,Farm Products,BSE
YAANENT,YAAN ENTERPRISES LIMITED,Travel Services,BSE
OMANSH,OMANSH ENTERPRISES LTD,Textile Manufacturing,BSE
ANVRDHI,ANNVRRIDHHI VENTURES LIMITED,Food Distribution,BSE
RLFL,RAMCHANDRA LEASING & FINANCE L,Credit Services,BSE
GOLDCOINHF,GOLD COIN HEALTH FOODS LTD,Farm Products,BSE
BRPL,BANSAL ROOFING PRODUCTS LTD,Building Products & Equipment,BSE
ARMAN,ARMAN HOLDINGS LTD,Other Precious Metals & Mining,BSE
SMTEL,SMT ENGINEERING LIMITED,Capital Markets,BSE
JAMESWARREN,JAMES WARREN TEA LTD,Farm Products,BSE
VISTARAMAR,Vistar Amar Limited,Packaged Foods,BSE
FRUTION,FRUITION VENTURE LTD,Capital Markets,BSE
TRIVENIENT,TRIVENI ENTERPRISES LTD,Textile Manufacturing,BSE
ZINEMA,ZINEMA MEDIA AND ENTERTAINMENT,Entertainment,BSE
CEMAINFRA,CEMANTIC INFRA-TECH LIMITED,Real Estate - Development,BSE
TTIENT,TTI ENTERPRISE LTD,Capital Markets,BSE
VISHAL,VISHAL FABRICS LTD,Textile Manufacturing,BSE
TOYAMSL,TOYAM SPORTS LIMITED,Conglomerates,BSE
GAJANANSEC,GAJANAN SECURITIES SERVICES LT,Capital Markets,BSE
UNISON,UNISON METALS LTD,Steel,BSE
RTFL,Real Touch Finance Limited,Credit Services,BSE
VRL,VASUNDHARA RASAYANS LTD,Chemicals,BSE
QGO,QGO FINANCE LIMITED,Credit Services,BSE
MIIL,Meghna Infracon Infrastructure,Real Estate - Development,BSE
CITYONLINE,City Online Services Limited,Telecom Services,BSE
SENSEXBEES,NIPPON INDIA ETF SENSEX,,BSE
ULTRACAB,Ultracab (India) Limited,Electrical Equipment & Parts,BSE
RCCL,Rajasthan Cylinders & Containe,,BSE
ETIL,Econo Trade (India) Limited,,BSE
ATISHAY,Atishay Limited,,BSE
SANGAMFIN,Sangam Finserv Limited,,BSE
DHABRIYA,Dhabriya Polywood Limited,,BSE
ARYACAPM,Aryaman Capital Markets Limite,,BSE
VGCL,Vibrant Global Capital Limited,,BSE
CEINSYSTECH,CEINSYS TECH LIMITED,,BSE
PANABYTE,PANABYTE TECHNOLOGIES LIMITED,,BSE
MUDUNURU,Mudunuru Limited,,BSE
CRANEINFRA,Crane Infrastructure Limited,,BSE
NIYOGIN,Niyogin Fintech Limited,,BSE
KALYANCAP,Kalyan Capitals Limited,,BSE
CIL,Citizen Infoline Ltd.,,BSE
GBFL,Goenka Business & Finance Limi,,BSE
GILADAFINS,Gilada Finance & Investments L,,BSE
JETSOLAR,JET SOLAR LIMITED,,BSE
SAPPL,Shree Ajit Pulp And Paper Ltd.,,BSE
CAPPIPES,Captain Pipes Limited,,BSE
KAIZENAGRO,KAIZEN AGRO INFRABUILD LIMITED,,BSE
JMJFIN,JMJ Fintech Limited,,BSE
JSTL,Jeevan Scientific Technology L,,BSE
ICL,Indo Cotspin Limited,,BSE
SCC,Scintilla Commercial & Credit,,BSE
PANAFIC,PANAFIC INDUSTRIALS LTD,,BSE
MYMONEY,My Money Securities Ltd.,,BSE
CSL,Continental Securities Limited,,BSE
NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LI,,BSE
SELLWIN,SELLWIN TRADERS LIMITED,,BSE
GALADAFIN,Galada Finance Limited,,BSE
EMERALD,Emerald Finance Limited,,BSE
MKEXIM,M. K. Exim (India) Ltd.,,BSE
OCTAL,Octal Credit Capital Ltd.,,BSE
MIHIKA,Mihika Industries Ltd.,,BSE
KANCHI,Kanchi Karpooram Ltd.,,BSE
VANICOM,Vani Commercials Limited,,BSE
COSYN,COSYN Limited,,BSE
SOFCOM,SOFCOM SYSTEMS LIMITED,,BSE
NAPL,Naturite Agro Products Limited,,BSE
KARNAVATI,Karnavati Finance Limited,,BSE
MERCANTILE,Mercantile Ventures Limited,,BSE
SONAL,Sonal Mercantile Limited,,BSE
ALFL,Abhinav Leasing & Finance Limi,,BSE
MERCURYLAB,Mercury Laboratories Limited,,BSE
CONCORD,Concord Drugs Limited,,BSE
WARDINMOBI,WARDWIZARD INNOVATIONS AND MOB,,BSE
SHREESEC,Shree Securities Ltd.,,BSE
TALBROSENG,TALBROS ENGINEERING LIMITED,,BSE
SAPL,Sar  Auto Products Limited,,BSE
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIM,,BSE
MEGRISOFT,Megri Soft Limited,,BSE
GITARENEW,GITA RENEWABLE ENERGY LIMITED,,BSE
KALPACOMME,Kalpa Commercial Limited,,BSE
NEIL,Neil Industries Ltd.,,BSE
STARHFL,STAR HOUSING FINANCE LIMITED,,BSE
BEEKAY,Beekay Steel Industries Ltd.,,BSE
SETFBSE100,SBI Mutual Fund,,BSE
FRASER,Fraser And Company Limited,,BSE
TTIL,Tirupati Tyres Ltd.,,BSE
GANVERSE,GANESHA ECOVERSE LIMITED,,BSE
CITL,Consecutive Investments & Trad,,BSE
URSUGAR,UR SUGAR INDUSTRIES LIMITED,,BSE
SHESHAINDS,SHESHADRI INDUSTRIES LIMITED,,BSE
SAB,SAB INDUSTRIES LIMITED,,BSE
PML,Paul Merchants Ltd.,,BSE
ALANSCOTT,ALAN SCOTT ENTERPRISES LIMITED,,BSE
SUJALA,Sujala Trading & Holding Ltd.,,BSE
BFFL,Bangalore Fort Farms Limited,,BSE
PALCO,Palco Metals Limited,,BSE
BODHTREE,Bodhtree Consulting Limited,,BSE
VBIND,V B INDUSTRIES LIMITED,,BSE
SARVOTTAM,Survottam Finvest Ltd.,,BSE
WARDWIZFBL,Wardwizard Foods and Beverages,,BSE
PANTH,PANTH INFINITY LIMITED,,BSE
ICSL,Integrated Capital Services Lt,,BSE
ARFIN,Arfin India Limited,,BSE
VLL,Virat Leasing Limited,,BSE
HELPAGE,Helpage Finlease Ltd.,,BSE
BLUEGOD,BLUEGOD ENTERTAINMENT LIMITED,,BSE
HAWAENG,Hawa Engineers ltd.,,BSE
ADHBHUTIN,Adhbhut Infrastructure Ltd.,,BSE
DFL,Decillion Finance Ltd.,,BSE
POEL,POCL ENTERPRISES LTD,,BSE
AEL,Amba Enterprises Ltd.,,BSE
SGFIN,SG FINSERVE LIMITED,,BSE
GVBL,GENOMIC VALLEY BIOTECH LIMITED,,BSE
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT,,BSE
SRESTHA,Srestha Finvest Limited,,BSE
MUL,MAURIA UDYOG LIMITED,,BSE
MISHKA,Mishka Exim Limited,,BSE
GROWINGTON,GROWINGTON VENTURES INDIA LIMI,,BSE
HCKKVENTURE,HCKK Ventures Limited,,BSE
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LI,,BSE
LOYAL,Loyal Equipments Limited,,BSE
GGPL,Gala Global Products Limited,,BSE
STARDELTA,STAR DELTA TRANSFORMERS LIMITE,,BSE
SAMSRITA,SAMSRITA LABS LIMITED,,BSE
PECOS,PECOS Hotels And Pubs Limited,,BSE
ALSTONE,Alstone Textiles (India) Ltd,,BSE
SYMBIOX,Symbiox Investment & Trading C,,BSE
AVI,Avi Polymers Ltd.,,BSE
VASUDHAGAM,Vasudhagama Enterprises Limite,,BSE
SUNRAKSHAK,SUNRAKSHAKK INDUSTRIES INDIA L,,BSE
THINKINK,THINKINK PICTUREZ LIMITED,,BSE
UNIAUTO,Universal Autofoundry Limited,,BSE
CHPLIND,CHPL Industries Ltd.,,BSE
WAAREE,WAAREE TECHNOLOGIES LIMITED,,BSE
SALAUTO,SAL AUTOMOTIVE LIMITED,,BSE
POLYSPIN,Polyspin Exports Ltd.,,BSE
SML,Soni Medicare Limited,,BSE
MAHAVEER,Mahaveer Infoway Limited,,BSE
KRISHNACAP,Krishna Capital And Securities,,BSE
ACME,Acme Resources Limited,,BSE
VISHALBL,Vishal Bearings Limited,,BSE
BELLACASA,Bella Casa Fashion & Retail Li,,BSE
NAKSH,Naksh Precious Metals Limited,,BSE
DITCO,Decorous Investment and Tradin,,BSE
KUBERJI,Kuber Udyog Limited,,BSE
TEJNAKSH,Tejnaksh Healthcare Limited,,BSE
RFSL,Richfield Financial Services L,,BSE
IGCIL,IGC Industries Limited,,BSE
ARYAVAN,ARYAVAN ENTERPRISE LIMITED,,BSE
PANORAMA,PANORAMA STUDIOS INTERNATIONAL,,BSE
SHREEGANES,Shree Ganesh Biotech (India) L,,BSE
GTV,GTV Engineering Limited,,BSE
GARBIFIN,Garbi Finvest Limited,,BSE
SMARTFIN,Smart Finsec Limited,,BSE
RAJKOTINV,Rajkot Investment Trust Limite,,BSE
ADCON,Adcon Capital Services Limited,,BSE
QUINT,Quint Digital Limited,,BSE
UDAYJEW,Uday Jewellery Industries Limi,,BSE
SATTVASUKU,SATTVA SUKUN LIFECARE LIMITED,,BSE
GROVY,Grovy India Limited,,BSE
SCTL,Suncare Traders Limited,,BSE
AAYUSH,AAYUSH WELLNESS LIMITED,,BSE
ELITECON,ELITECON INTERNATIONAL LIMITED,,BSE
ABHIINFRA,Abhishek Infraventures Limited,,BSE
APOORVA,Apoorva Leasing Finance & Inve,,BSE
AGRIBIO,AGRIBIO SPIRITS LIMITED,,BSE
FMEC,F MEC INTERNATIONAL FINANCIAL,,BSE
DDIL,Deep Diamond India Limited,,BSE
REMLIFE,REMEDIUM LIFECARE LIMITED,,BSE
AARNAV,AARNAV FASHIONS LIMITED,,BSE
SCL,Sunshine Capital Ltd.,,BSE
SIPTL,SHARANAM INFRAPROJECT AND TRAD,,BSE
SHIVA,Shivansh Finserv Limited,,BSE
MISHTANN,Mishtann Foods Limited,,BSE
DELTA,Delta Industrial Resources Lim,,BSE
CGFL,CREDENT GLOBAL FINANCE LIMITED,,BSE
BLUECLOUDS,Blue Cloud Softech Solutions L,,BSE
KEIL,KANORIA ENERGY & INFRASTRUCTUR,,BSE
BCLENTERPR,BCL Enterprises Limited,,BSE
KAMATS,VIKRAM KAMATS HOSPITALITY LIMI,,BSE
ACEMEN,ACE MEN ENGG WORKS LIMITED,,BSE
BFLAFL,BFL Asset Finvest Limited,,BSE
RGF,RGF Capital Markets Limited,,BSE
RCL,Radhagobind Commercial Limited,,BSE
KAPILRAJ,Kapil Raj Finance Ltd.,,BSE
LUCENT,LUCENT INDUSTRIES LIMITED,,BSE
IFINSER,INTERACTIVE FINANCIAL SERVICES,,BSE
HILIKS,HILIKS TECHNOLOGIES LIMITED,,BSE
HYPERSOFT,HYPERSOFT TECHNOLOGIES LIMITED,,BSE
FREDUN,Fredun Pharmaceuticals Limited,,BSE
RELICAB,Relicab Cable Manufacturing Li,,BSE
VKAL,Vantage Knowledge Academy Limi,,BSE
MEAPL,MODERN ENGINEERING AND PROJECT,,BSE
MNIL,Mega Nirman & Industries Limit,,BSE
DARJEELING,Darjeeling Ropeway Company Lim,,BSE
ADVIKCA,Advik Capital Limited,,BSE
UMIYA,Umiya Tubes Limited,,BSE
CHDCHEM,CHD Chemicals Limited,,BSE
LELAVOIR,LE LAVOIR LIMITED,,BSE
BALGOPAL,Balgopal Commercial limited,,BSE
SUPERIOR,Superior Finlease Limited,,BSE
FRANKLIN,Franklin Leasing and Finance L,,BSE
LANCER,Lancer Container Lines Limited,,BSE
HALDER,Halder Venture Limited,,BSE
RSDFIN,RSD Finance Limited,,BSE
DARSHANORNA,Darshan Orna Limited,,BSE
MADHAVIPL,Madhav Infra Projects Limited,,BSE
SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITE,,BSE
DIDL,DALMIA INDUSTRIAL DEVELOPMENT,,BSE
SNIM,Svarnim Trade Udyog Limited,,BSE
SEIL,Shanti Educational Initiatives,,BSE
LIKHAMI,LIKHAMI CONSULTING LIMITED,,BSE
MIL,Medico Intercontinental Limite,,BSE
YASHCHEM,Yash Chemex Limited,,BSE
BAZELINTER,Bazel International Limited,,BSE
JLL,JINDAL LEASEFIN LIMITED,,BSE
TAALENT,TAAL Enterprises Limited,,BSE
HUIL,HINDUSTHAN URBAN INFRASTRUCTUR,,BSE
CFEL,CONFIDENCE FUTURISTIC ENERGETE,,BSE
KPL,Kwality Pharmaceuticals Limite,,BSE
EASTWEST,EAST WEST FREIGHT CARRIERS LTD,,BSE
COLORCHIPS,COLORCHIPS NEW MEDIA LIMITED,,BSE
LAHL,Ladam Affortable Housing Limit,,BSE
GOLDENCREST,Golden Crest Education & Servi,,BSE
ECS,ECS Biztech Limited,,BSE
MITSU,Mitsu Chem Plast Limited,,BSE
SPRAYKING,Sprayking Limited,,BSE
DHATRE,Dhatre Udyog Limited,,BSE
RSTL,Riddhi Steel and Tube Limited,,BSE
GAMCO,GAMCO LIMITED,,BSE
TIAANC,TIAAN CONSUMER LIMITED,,BSE
SIIL,Sabrimala Industries India Lim,,BSE
IISL,ISHAAN INFRASTRUCTURE AND SHEL,,BSE
ARCFIN,ARC Finance Limited,,BSE
SAGARSOFT,Sagarsoft (India) Limited,,BSE
DRA,DRA CONSULTANTS LIMITED,,BSE
SHASHIJIT,Shashijit Infraprojects Limite,,BSE
IDFSENSEXE,Bandhan Mutual Fund,,BSE
PURPLE,Purple Entertainment Limited,,BSE
SUPRAPFSL,Supra Pacific Financial Servic,,BSE
SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMIT,,BSE
REGENCY,REGENCY FINCORP LIMITED,,BSE
SALEM,Salem Erode Investments Ltd.,,BSE
FRANKLININD,Franklin Industries Limited,,BSE
LKPSEC,LKP Securities Limited,,BSE
